5.00435563	573
5.021066899	595
5.037778168	580
5.054489437	587
5.071200706	581
5.087911975	601
5.104623244	537
5.121334513	585
5.138045782	593
5.154757051	558
5.17146832	601
5.188179589	542
5.204890858	564
5.221602127	557
5.238313396	572
5.255024665	525
5.271735934	568
5.288447203	546
5.305158472	542
5.321869741	548
5.33858101	551
5.355292279	543
5.372003548	524
5.388714816	595
5.405426085	536
5.422137354	590
5.438848623	577
5.455559892	571
5.472271161	535
5.48898243	527
5.505693699	497
5.522404968	531
5.539116237	537
5.555827506	516
5.572538775	569
5.589250044	526
5.605961313	494
5.622672582	524
5.639383851	528
5.65609512	523
5.672806389	528
5.689517658	503
5.706228927	497
5.722940196	509
5.739651465	530
5.756362734	539
5.773074003	493
5.789785272	516
5.806496541	495
5.82320781	547
5.839919079	492
5.856630348	476
5.873341617	524
5.890052886	493
5.906764155	451
5.923475424	470
5.940186693	497
5.956897962	463
5.973609231	489
5.9903205	480
6.007031769	515
6.023743038	444
6.040454307	490
6.057165576	474
6.073876845	434
6.090588114	475
6.107299383	478
6.124010652	471
6.14072192	445
6.157433189	469
6.174144458	517
6.190855727	452
6.207566996	458
6.224278265	461
6.240989534	467
6.257700803	467
6.274412072	452
6.291123341	508
6.30783461	457
6.324545879	502
6.341257148	456
6.357968417	494
6.374679686	458
6.391390955	471
6.408102224	472
6.424813493	489
6.441524762	454
6.458236031	457
6.4749473	460
6.491658569	495
6.508369838	417
6.525081107	428
6.541792376	447
6.558503645	413
6.575214914	474
6.591926183	458
6.608637452	430
6.625348721	459
6.64205999	433
6.658771259	442
6.675482528	406
6.692193797	421
6.708905066	462
6.725616335	417
6.742327604	433
6.759038873	425
6.775750142	455
6.792461411	441
6.80917268	437
6.825883949	458
6.842595218	465
6.859306487	463
6.876017756	416
6.892729024	434
6.909440293	443
6.926151562	443
6.942862831	407
6.9595741	443
6.976285369	422
6.992996638	452
7.009707907	440
7.026419176	428
7.043130445	432
7.059841714	427
7.076552983	388
7.093264252	413
7.109975521	460
7.12668679	412
7.143398059	426
7.160109328	441
7.176820597	448
7.193531866	429
7.210243135	422
7.226954404	394
7.243665673	426
7.260376942	419
